"","aveSalary","R","SPSS","Excel","Python","MATLAB","Java","SQL","SAS","Stata","EViews","Spark","Hadoop","公司类别","公司规模","学历要求","工作经验","地区","对数薪资"
"206",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","少于50人","大专",6,"北上深",9.76992758807486
"207",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","少于50人","大专",6,"北上深",9.76992758807486
"208",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","50-500人","本科",3,"北上深",9.76992758807486
"209",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","少于50人","本科",3,"北上深",9.76992758807486
"210",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","少于50人","本科",3,"北上深",9.76992758807486
"211",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","50-500人","本科",3,"北上深",9.76992758807486
"212",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","外资","50-500人","本科",3,"北上深",9.76992758807486
"213",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","国企","50-500人","本科",3,"北上深",9.76992758807486
"214",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","合资","50-500人","大专",6,"北上深",9.76992758807486
"215",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","50-500人","大专",3,"北上深",9.76992758807486
"216",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","500-1000人","本科",3,"北上深",9.76992758807486
"217",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","50-500人","本科",3,"北上深",9.76992758807486
"218",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","50-500人","本科",3,"北上深",9.76992758807486
"219",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","合资","50-500人","本科",3,"北上深",9.76992758807486
"220",17499.5,"1","1","1","1","0","0","0","1","0","0","0","0","外资","50-500人","本科",1,"北上深",9.76992758807486
"221",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","外资","50-500人","大专",6,"北上深",9.76992758807486
"222",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","1000-5000人","大专",6,"北上深",9.76992758807486
"223",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","外资","1000-5000人","本科",6,"北上深",9.76992758807486
