"","offertype","season","type","cross","rl","intern","research","paper","first","sci","exchange","CollegeRankTop50","gpa_dis","toefl_dis","gre_dis","major_apply_new"
"2802","1","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.4~3.55",">106","325~330","MFE/Fin/FinMath"
"3124","0","Fall","PhD",1,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102",">330","CS"
"903","0","Fall","MS",0,1,1,1,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CS"
"384","1","Fall","MS",0,0,0,0,1,1,0,0,"Top50","3.4~3.55",">106","325~330","EE"
"8481","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","320~325","Others"
"139","1","Fall","MS",1,0,0,0,0,1,0,0,"Others",">3.7",">106","325~330","Others"
"4781","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","315~320","Stat/Biostat"
"8734","0","Fall","MS",0,1,1,1,0,0,0,0,"Others","3.55~3.7","98~102","320~325","CS"
"6253","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50",">3.7",">106",">330","EE"
"3254","1","Fall","MS",0,0,0,0,1,0,1,0,"Others","<=3.4","<=98","<=315","Others"
"8886","1","Fall","MS",1,0,0,1,0,0,0,0,"Others",">3.7","102~106","320~325","EE"
"242","1","Fall","MS",0,0,1,0,0,0,0,0,"Others",">3.7","102~106","315~320","Material"
"88","0","Fall","MS",0,1,0,0,0,0,1,0,"Others","<=3.4","102~106","315~320","EE"
"6477","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","Stat/Biostat"
"354","1","Fall","MS",0,0,0,0,0,0,0,1,"Top50","3.55~3.7",">106","320~325","CS"
"2400","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CS"
"643","0","Fall","MS",1,0,1,0,0,0,0,0,"Top50","3.55~3.7","102~106","315~320","CS"
"3510","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","102~106","315~320","Others"
"4665","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.4~3.55",">106",">330","IEOR"
"8580","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","<=315","CS"
"2130","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7",">106",">330","Stat/Biostat"
"357","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","315~320","CS"
"8821","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","EE"
"1227","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","<=315","CS"
"2349","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","Stat/Biostat"
"7103","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","Material"
"1848","0","Fall","PhD",0,1,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","ME"
"6545","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","Stat/Biostat"
"2377","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","CivilEng"
"9105","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","MIS"
"6668","0","Fall","MS",0,0,1,1,0,0,0,1,"Others","3.4~3.55",">106","320~325","CS"
"4073","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","IEOR"
"2668","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","325~330","CS"
"9371","1","Fall","MS",1,0,1,0,0,0,0,0,"Others","3.55~3.7",">106","325~330","CS"
"102","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","98~102","320~325","EE"
"68","0","Fall","MS",0,1,0,0,1,0,0,0,"Others","3.4~3.55","102~106","<=315","EE"
"824","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","CS"
"5884","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106",">330","CS"
"768","1","Fall","MS",0,0,1,1,0,1,1,0,"Top50",">3.7",">106","325~330","CS"
"1179","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","Stat/Biostat"
"1924","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","CS"
"5222","1","Fall","PhD",0,0,1,1,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"2793","0","Fall","混合",1,0,0,0,0,0,0,0,"Top50",">3.7","<=98","315~320","ME"
"381","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","EE"
"6682","0","Fall","MS",0,0,0,1,0,0,0,0,"Others","3.55~3.7","98~102","320~325","CS"
"10055","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","Others"
"7119","0","Fall","MS",0,0,0,0,0,1,1,0,"Others","3.4~3.55","102~106","320~325","Material"
"260","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.55~3.7","102~106",">330","MFE/Fin/FinMath"
"5565","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","Others"
"5853","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","315~320","CS"
"1247","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","CS"
"1934","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","CS"
"6696","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","EE"
"594","0","Fall","MS",0,1,1,1,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CS"
"6552","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","315~320","Stat/Biostat"
"308","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50",">3.7","102~106","320~325","CE"
"8572","1","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7",">106","320~325","CS"
"1816","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","325~330","IEOR"
"9040","1","Fall","MS",0,1,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","Others"
"4823","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"1248","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7",">106",">330","CS"
"9858","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","Others"
"3467","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"7293","0","Fall","PhD",1,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","CS"
"8493","1","Fall","MS",1,0,1,1,0,0,0,1,"Others","3.4~3.55","102~106","315~320","CS"
"10017","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","EE"
"3324","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","3.4~3.55","98~102","325~330","CS"
"7350","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CivilEng"
"10011","1","Fall","MS",0,0,0,0,1,1,0,0,"Others","<=3.4","102~106","320~325","EE"
"8901","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","320~325","EE"
"360","1","Fall","MS",1,1,0,0,0,0,0,0,"Top50","3.4~3.55",">106","325~330","CS"
"4296","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","EE"
"2779","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","325~330","Others"
"210","0","Fall","MS",1,0,0,1,0,0,0,0,"Others",">3.7","102~106","320~325","EE"
"1305","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","315~320","CS"
"3643","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.4~3.55","98~102","<=315","EE"
"5566","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","320~325","Others"
"2100","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","Others"
"2397","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","315~320","CS"
"1782","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","EE"
"8997","1","Fall","PhD",0,0,0,0,0,1,0,1,"Others",">3.7",">106","325~330","Others"
"2807","1","Fall","MS",0,0,0,0,0,0,0,1,"Top50",">3.7","102~106","320~325","MFE/Fin/FinMath"
"9431","0","Fall","MS",0,0,0,1,1,0,1,0,"Others","3.55~3.7",">106","320~325","Others"
"5707","1","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","CS"
"6057","1","Fall","PhD",1,0,0,0,1,1,1,0,"Top50",">3.7","<=98","315~320","EE"
"219","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","EE"
"6890","1","Fall","MS",0,0,0,0,1,0,0,0,"Others","<=3.4","<=98","<=315","Material"
"328","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","CS"
"216","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","<=98","325~330","EE"
"2240","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CS"
"4881","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","CS"
"148","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CE"
"10010","0","Fall","MS",1,0,0,0,1,1,0,0,"Others","<=3.4","<=98","<=315","EE"
"716","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","CS"
"4790","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","<=3.4","<=98","<=315","CE"
"2973","1","Fall","PhD",0,0,0,1,1,0,1,0,"Others","3.4~3.55","<=98","<=315","CS"
"4124","1","Fall","PhD",1,0,0,0,1,1,0,0,"Others","3.55~3.7","102~106","315~320","CS"
"3609","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","EE"
"8552","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7","102~106","325~330","CS"
"8621","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"9059","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","EE"
"3103","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CS"
"3622","1","Fall","MS",0,0,0,1,1,0,0,0,"Top50","3.4~3.55","98~102","315~320","EE"
"7595","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","315~320","MIS"
"828","1","Fall","MS",1,0,1,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","CS"
"4864","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","102~106","315~320","CS"
"2823","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","Stat/Biostat"
"351","1","Fall","MS",0,0,1,1,0,0,0,1,"Top50","3.4~3.55",">106","320~325","CS"
"7549","1","Fall","PhD",0,0,0,1,0,0,0,1,"Top50",">3.7","102~106","320~325","EE"
"3092","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7","102~106","325~330","CS"
"4730","1","Fall","PhD",0,0,0,0,1,0,1,0,"Others",">3.7","<=98","315~320","CE"
"4866","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","325~330","CS"
"9063","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"3087","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","Others"
"7299","0","Fall","PhD",0,0,1,0,1,1,0,0,"Others","<=3.4","<=98","320~325","CS"
"3057","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4",">106","320~325","EE"
"3160","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","EE"
"9995","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","EE"
"5150","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","325~330","MIS"
"9889","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"6686","0","Fall","MS",0,0,1,1,0,1,0,0,"Others",">3.7",">106","320~325","EE"
"3683","1","Fall","MS",0,0,0,1,1,1,0,0,"Others","<=3.4","<=98","<=315","CE"
"1426","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","325~330","EE"
"2886","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CivilEng"
"3126","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","320~325","CS"
"7423","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","Others"
"2826","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","Stat/Biostat"
"4879","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","<=315","CS"
"1789","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","EE"
"4875","1","Fall","MS",0,1,1,0,0,0,0,0,"Others","<=3.4","<=98","320~325","CS"
"3726","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","CS"
"1781","0","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","EE"
"7671","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","Stat/Biostat"
"8641","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","CS"
"1199","0","Fall","PhD",0,0,0,1,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"9582","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"5095","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","315~320","EE"
"4863","0","Fall","MS",1,0,1,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"9496","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","ME"
"5330","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","EE"
"10123","0","Fall","PhD",0,1,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","ME"
"6415","0","Fall","PhD",0,1,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","ME"
"467","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","315~320","CivilEng"
"5058","0","Fall","MS",1,0,0,0,1,1,0,0,"Others","<=3.4","102~106","320~325","EE"
"4804","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"492","0","Fall","MS",0,1,1,1,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CS"
"2890","1","Fall","PhD",0,1,0,0,1,1,0,0,"Top50","3.4~3.55","102~106","<=315","CS"
"2891","1","Fall","PhD",0,1,0,0,1,1,0,0,"Top50","3.4~3.55","102~106","<=315","CS"
"2438","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","315~320","Others"
"1738","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","315~320","CS"
"4794","1","Fall","MS",0,0,0,0,0,1,0,0,"Others","<=3.4","98~102","320~325","CE"
"3778","1","Fall","MS",1,0,0,0,0,1,0,0,"Others","<=3.4","102~106","320~325","EE"
"3734","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.55~3.7",">106","325~330","CS"
"1987","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","<=315","CivilEng"
"8697","1","Fall","MS",0,0,0,0,1,1,0,0,"Others","3.4~3.55","<=98","<=315","CS"
"8167","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","320~325","IEOR"
"3702","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","CS"
"6827","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4",">106","325~330","EE"
"10069","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","Others"
"3766","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","315~320","EE"
"3699","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","315~320","CS"
"2320","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","Stat/Biostat"
"8223","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Stat/Biostat"
"4791","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CE"
"2663","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","CS"
"9898","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","CS"
"490","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","325~330","CS"
"1750","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","EE"
"3695","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"6933","0","Fall","PhD",0,0,0,0,1,0,1,0,"Others","<=3.4","<=98","<=315","Stat/Biostat"
"1742","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","315~320","EE"
"5054","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"4783","1","Fall","MS",0,0,0,1,1,1,1,0,"Others","<=3.4","102~106","320~325","CE"
"7383","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"5357","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","EE"
"677","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CS"
"3258","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","CivilEng"
"1772","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","EE"
"2583","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","Others"
"7668","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Stat/Biostat"
"9313","0","Fall","MS",0,0,1,0,0,1,1,0,"Others","<=3.4","<=98","320~325","CS"
"6363","1","Fall","MS",0,0,1,0,0,0,0,1,"Top50","3.55~3.7","98~102","320~325","Material"
"604","1","Fall","MS",1,0,0,0,0,0,0,1,"Top50",">3.7",">106","320~325","CS"
"7651","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Stat/Biostat"
"1198","1","Fall","PhD",0,0,0,0,0,1,1,0,"Others","3.55~3.7","<=98","315~320","EE"
"5180","1","Fall","PhD",0,0,1,0,1,1,0,0,"Others","<=3.4","<=98","320~325","CS"
"3890","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","315~320","Stat/Biostat"
"2395","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106","320~325","CS"
"1788","0","Fall","MS",0,0,1,1,0,0,0,0,"Top50","<=3.4","<=98","320~325","EE"
"6216","0","Fall","MS",0,0,1,1,0,0,0,0,"Top50","<=3.4","<=98","320~325","EE"
"7394","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"7140","0","Fall","MS",1,0,0,0,0,1,0,0,"Others","<=3.4","98~102","315~320","ME"
"6650","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106",">330","Stat/Biostat"
"9429","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.55~3.7","98~102","<=315","MIS"
"7397","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","Material"
"4668","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","320~325","IEOR"
"3967","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","CS"
"621","0","Fall","MS",0,0,1,1,0,0,0,1,"Top50","3.4~3.55",">106","320~325","CS"
"2545","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","MFE/Fin/FinMath"
"3910","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","315~320","EE"
"5493","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","320~325","Others"
"8810","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"8964","1","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7","<=98","315~320","ME"
"1730","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","315~320","CS"
"5464","1","Fall","PhD",0,0,0,0,1,1,0,0,"Others","<=3.4","<=98","<=315","IEOR"
"1258","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CE"
"531","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"3182","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","EE"
"2123","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","Stat/Biostat"
"7638","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50",">3.7",">106","325~330","Stat/Biostat"
"2589","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","CS"
"2688","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","Others"
"9732","1","Fall","PhD",0,1,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","ME"
"7657","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Stat/Biostat"
"5500","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","325~330","CE"
"9428","0","Fall","MS",1,0,1,1,1,0,0,0,"Others",">3.7","102~106","320~325","MIS"
"338","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","<=98","315~320","CS"
"6181","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"1699","0","Fall","MS",0,0,0,0,0,1,0,0,"Top50","<=3.4","98~102","320~325","CE"
"599","0","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.4~3.55","102~106","315~320","CS"
"7021","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","CS"
"2421","1","Fall","MS",0,1,0,0,0,1,1,0,"Others","3.4~3.55","102~106","320~325","CS"
"2575","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CS"
"10143","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7",">106",">330","Stat/Biostat"
"767","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CS"
"5284","1","Fall","MS",1,0,1,0,1,0,0,0,"Others","3.55~3.7","102~106","315~320","ME"
"6074","0","Fall","MS",0,0,0,1,1,0,0,0,"Top50","3.4~3.55","102~106","<=315","EE"
"8249","1","Fall","MS",0,0,0,0,1,1,0,0,"Others","<=3.4","<=98","315~320","EE"
"7374","1","Fall","PhD",0,0,0,0,1,1,1,0,"Others",">3.7","102~106","320~325","EE"
"430","1","Fall","MS",0,1,1,1,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","Others"
"3928","0","Fall","PhD",0,1,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","ME"
"4810","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CS"
"2904","0","Fall","MS",0,1,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","ME"
"2657","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","MIS"
"5590","1","Fall","MS",1,1,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","315~320","CivilEng"
"836","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106",">330","CS"
"2014","0","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.4~3.55","102~106","315~320","EE"
"4988","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","315~320","Others"
"4989","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","315~320","Others"
"5029","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","3.4~3.55","98~102","315~320","EE"
"6171","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","EE"
"6653","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Stat/Biostat"
"1741","0","Fall","MS",1,1,1,1,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"2902","0","Fall","MS",0,0,0,1,0,0,0,1,"Top50","3.55~3.7",">106","325~330","ME"
"7262","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","98~102","315~320","EE"
"10117","0","Fall","MS",0,1,1,1,0,0,0,0,"Top50",">3.7",">106","320~325","EE"
"1373","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","CS"
"1941","1","Fall","PhD",0,0,0,1,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CS"
"9036","1","Fall","MS",0,0,1,0,0,0,0,1,"Others","3.55~3.7",">106","325~330","Others"
"4206","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","315~320","Others"
"6349","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","Material"
"8349","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","315~320","MIS"
"460","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","<=315","CivilEng"
"7575","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","ME"
"4423","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","<=315","Others"
"8344","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","MIS"
"2077","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","325~330","EE"
"4360","1","Fall","PhD",0,0,1,0,1,1,0,0,"Others","<=3.4","<=98","320~325","CS"
"7639","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","Stat/Biostat"
"1795","1","Fall","MS",1,0,1,0,0,0,0,0,"Top50","3.55~3.7","102~106","325~330","EE"
"1783","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"6198","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","EE"
"4137","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","Others"
