"","offertype","season","type","cross","rl","intern","research","paper","first","sci","exchange","CollegeRankTop50","gpa_dis","toefl_dis","gre_dis","major_apply_new"
"4633","0","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","EE"
"6752","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","MFE/Fin/FinMath"
"1764","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","EE"
"4562","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","MIS"
"8640","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"1762","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"3955","1","Fall","MS",0,0,0,0,0,1,0,0,"Others","3.4~3.55","102~106","315~320","CivilEng"
"4480","1","Fall","MS",0,0,0,0,0,1,0,0,"Others","3.4~3.55","102~106","315~320","CivilEng"
"6791","1","Fall","MS",0,0,0,0,0,1,0,0,"Others","3.4~3.55","102~106","315~320","CivilEng"
"9726","1","Fall","MS",0,0,0,0,0,0,1,0,"Others","3.4~3.55","102~106","320~325","ME"
"4582","1","Fall","MS",1,0,1,0,0,0,0,0,"Others","<=3.4","98~102","315~320","EE"
"3357","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","315~320","CS"
"1758","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","EE"
"866","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"3453","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","EE"
"320","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"1768","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","EE"
"7256","0","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"4371","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","325~330","EE"
"1743","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"1746","1","Fall","MS",0,0,0,1,1,0,0,0,"Top50","3.4~3.55","98~102","315~320","EE"
"1752","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","<=98","320~325","EE"
"3112","1","Fall","PhD",1,0,1,0,0,0,0,0,"Others","<=3.4","<=98","320~325","CS"
"5051","0","Fall","MS",0,0,0,1,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"5652","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","<=98","320~325","CS"
"601","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106",">330","CS"
"6639","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","Stat/Biostat"
"1756","1","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","EE"
"2840","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Stat/Biostat"
"3396","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","CS"
"7384","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","315~320","EE"
"547","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CS"
"756","1","Fall","MS",0,0,1,1,0,0,0,0,"Top50",">3.7","98~102","320~325","CS"
"6316","1","Fall","MS",0,0,0,0,1,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"9094","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","ME"
"6649","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106",">330","Stat/Biostat"
"8843","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"3532","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","<=3.4","<=98","315~320","MIS"
"6146","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"9658","1","Fall","MS",1,0,1,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","CS"
"6547","0","Fall","PhD",0,0,1,0,1,1,1,0,"Top50","3.55~3.7","102~106","315~320","Stat/Biostat"
"5760","0","Fall","MS",0,0,0,1,0,1,1,1,"Top50","3.55~3.7","98~102","315~320","CS"
"9061","1","Fall","PhD",0,0,0,0,0,1,1,0,"Others",">3.7","102~106","320~325","EE"
"6647","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","Stat/Biostat"
"1774","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50",">3.7","102~106",">330","EE"
"4793","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","CE"
"6643","0","Fall","混合",0,0,1,0,0,0,0,0,"Top50","<=3.4",">106","320~325","Stat/Biostat"
"738","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","CS"
"844","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","CS"
"5957","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","315~320","CS"
"10116","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50",">3.7","102~106",">330","EE"
"7381","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"5569","1","Fall","PhD",0,0,0,1,1,0,0,0,"Top50",">3.7","102~106","320~325","Others"
"735","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"6131","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"6150","0","Fall","MS",0,0,0,1,0,0,0,0,"Top50",">3.7","98~102","320~325","EE"
"701","0","Fall","MS",0,0,1,1,0,0,0,1,"Top50","3.4~3.55",">106","320~325","CS"
"4611","0","Fall","PhD",0,1,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","CS"
"632","0","Fall","MS",0,1,1,1,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CS"
"8507","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","CS"
"8558","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","CS"
"992","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","Others"
"9583","1","Fall","MS",0,0,0,0,1,1,0,0,"Others","3.4~3.55",">106","325~330","EE"
"8269","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"751","0","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","CS"
"6733","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","315~320","Others"
"5550","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CE"
"1436","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"335","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4","102~106",">330","CS"
"891","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","CS"
"798","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"7605","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","MIS"
"9095","0","Fall","MS",0,0,0,1,0,0,0,0,"Others",">3.7","98~102","315~320","ME"
"762","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","315~320","CS"
"721","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4","102~106",">330","CS"
"7391","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","<=315","EE"
"550","0","Fall","MS",1,0,1,1,0,1,1,0,"Top50",">3.7","<=98","320~325","CS"
"3526","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.55~3.7","<=98","<=315","MIS"
"6147","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","EE"
"9631","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"6138","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","EE"
"1585","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","MFE/Fin/FinMath"
"9577","0","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7","98~102","315~320","EE"
"4093","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","ME"
"1491","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","315~320","EE"
"8328","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","MIS"
"4937","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","MIS"
"3819","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55","102~106","320~325","MFE/Fin/FinMath"
"7810","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7",">106",">330","IEOR"
"8942","1","Fall","混合",0,0,0,0,0,0,0,1,"Others","<=3.4","<=98","315~320","Material"
"2887","1","Fall","MS",0,1,0,0,0,0,0,0,"Top50","3.4~3.55",">106",">330","CivilEng"
"5352","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","<=98","325~330","CS"
"3545","1","Fall","MS",0,0,1,0,0,0,0,0,"Others",">3.7","98~102","<=315","MIS"
"7607","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.4~3.55","102~106","325~330","MIS"
"3852","1","Fall","MS",0,0,0,0,0,1,0,0,"Others","3.4~3.55",">106","325~330","EE"
"9886","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","325~330","CE"
"4072","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","<=315","IEOR"
"1981","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CE"
"6160","0","Fall","MS",1,1,1,1,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"6163","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.55~3.7",">106","315~320","EE"
"4800","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","CS"
"8422","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"1609","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","<=315","Stat/Biostat"
"2685","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","Others"
"9446","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.55~3.7",">106","325~330","Stat/Biostat"
"7832","1","Fall","MS",0,0,1,1,0,0,0,0,"Others",">3.7","102~106","320~325","Stat/Biostat"
"3632","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"6300","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"9515","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"7847","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CE"
"4658","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"8294","1","Fall","MS",0,0,0,0,1,0,1,0,"Others","3.4~3.55","102~106","320~325","ME"
"9501","1","Fall","MS",0,0,0,1,0,0,0,0,"Others",">3.7","98~102","315~320","ME"
"1481","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","EE"
"7856","1","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","Others"
"7100","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","IEOR"
"6750","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","98~102","<=315","MFE/Fin/FinMath"
"7412","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","325~330","MIS"
"7632","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","315~320","Others"
"1143","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","315~320","Others"
"4191","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","102~106","325~330","MIS"
"607","0","Fall","MS",0,0,0,1,0,0,0,0,"Top50",">3.7","102~106","320~325","CS"
"2626","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CS"
"2036","1","Fall","MS",0,0,0,1,1,0,0,0,"Top50","3.4~3.55","98~102","320~325","EE"
"2067","1","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","EE"
"9576","0","Fall","MS",1,1,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","EE"
"8911","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"4645","1","Fall","MS",0,1,1,1,0,0,0,0,"Top50",">3.7",">106","320~325","EE"
"10027","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","EE"
"6023","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","315~320","CS"
"3636","1","Fall","MS",1,0,0,1,0,0,0,0,"Top50",">3.7","102~106","320~325","EE"
"1306","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","CS"
"7588","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4",">106","325~330","MIS"
"1675","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","325~330","Stat/Biostat"
"9563","0","Fall","MS",1,1,1,1,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"2353","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","Stat/Biostat"
"3915","1","Fall","PhD",0,0,0,0,1,0,0,0,"Top50","3.55~3.7","102~106","325~330","EE"
"5285","1","Fall","MS",0,0,0,0,1,0,0,0,"Others",">3.7","98~102","325~330","ME"
"7814","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","MIS"
"8281","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","IEOR"
"1189","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","EE"
"7587","1","Fall","MS",0,1,1,1,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","MIS"
"9815","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","EE"
"6905","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.55~3.7","<=98","<=315","MIS"
"3903","0","Fall","MS",0,0,1,1,0,0,0,1,"Top50","3.4~3.55",">106","320~325","CS"
"9994","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","EE"
"9585","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"7609","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","MIS"
"3818","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","MFE/Fin/FinMath"
"9581","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","EE"
"437","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50",">3.7",">106","325~330","Others"
"3207","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","ME"
"7606","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","MIS"
"4402","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","MFE/Fin/FinMath"
"7200","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","Stat/Biostat"
"6418","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","325~330","ME"
"5475","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","315~320","CS"
"8168","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","IEOR"
"4641","1","Fall","MS",1,0,0,0,1,0,0,0,"Top50",">3.7",">106",">330","EE"
"555","1","Fall","MS",1,0,1,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","CS"
"1648","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Stat/Biostat"
"1145","1","Fall","MS",0,0,0,1,1,0,1,0,"Top50","3.55~3.7",">106","320~325","Others"
"1358","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"9634","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","IEOR"
"1000","1","Fall","MS",0,0,1,0,0,0,0,1,"Top50","3.55~3.7","98~102","320~325","Material"
"5155","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","320~325","Others"
"3450","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","EE"
"502","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","320~325","CS"
"995","1","Fall","MS",0,1,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","Others"
"5919","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","CS"
"4485","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","320~325","CS"
"1652","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Stat/Biostat"
"6336","1","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7",">106",">330","IEOR"
"1485","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","<=98","320~325","EE"
"1201","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","EE"
"5325","1","Fall","PhD",1,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"1191","0","Fall","MS",0,0,1,1,1,0,0,0,"Others","<=3.4","98~102","315~320","EE"
"1861","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","MFE/Fin/FinMath"
"3773","1","Fall","MS",0,0,1,1,1,0,0,0,"Others","<=3.4","98~102","315~320","EE"
"2880","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","320~325","Stat/Biostat"
"5530","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","<=315","CE"
"16","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","CE"
"3693","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"5728","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","<=315","CS"
"353","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4",">106","320~325","CS"
"5643","0","Fall","MS",0,0,0,1,1,1,0,0,"Top50","<=3.4","102~106","325~330","CS"
"199","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","EE"
"5619","0","Fall","MS",0,0,0,0,0,0,1,0,"Top50","<=3.4","98~102","315~320","CS"
"669","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","CS"
"9596","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","320~325","IEOR"
"6313","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","EE"
"7809","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","CS"
"5819","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4","102~106",">330","CS"
"8927","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","IEOR"
"3729","1","Fall","MS",0,0,0,0,1,0,1,0,"Others",">3.7",">106","320~325","CS"
"3748","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"5820","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4","102~106",">330","CS"
"4933","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","102~106","325~330","MIS"
"7345","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","CE"
"3194","1","Fall","PhD",0,0,1,1,0,0,0,0,"Others",">3.7","102~106","320~325","EE"
"6695","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","EE"
"7406","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","MIS"
"6143","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","EE"
"1471","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","320~325","EE"
"3682","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","CE"
"1498","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","315~320","EE"
"8554","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","CS"
"3611","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"6062","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","320~325","EE"
"5710","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","CS"
"5691","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4",">106","320~325","CS"
"5611","1","Fall","MS",1,0,0,0,1,0,1,1,"Top50","<=3.4","<=98","<=315","CS"
"9058","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","EE"
"7347","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CE"
"3460","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4",">106","325~330","EE"
"330","1","Fall","MS",1,0,1,1,0,0,0,1,"Top50","3.55~3.7",">106","325~330","CS"
"6196","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","EE"
"6793","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","325~330","CivilEng"
"6790","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","<=3.4","<=98","315~320","CivilEng"
"4695","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","Others"
"1418","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","315~320","EE"
"5656","1","Fall","MS",1,1,0,0,0,0,0,0,"Top50","3.4~3.55",">106","325~330","CS"
"4651","0","Fall","MS",1,1,1,1,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"6091","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","EE"
"4508","1","Fall","MS",0,0,0,0,0,1,1,0,"Others",">3.7","<=98","315~320","CS"
"4631","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50",">3.7","102~106",">330","EE"
"6331","1","Fall","MS",0,1,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","Others"
"8631","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","325~330","CS"
"1182","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CE"
"9509","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106",">330","Stat/Biostat"
"4415","1","Fall","MS",0,1,0,1,0,0,0,1,"Others",">3.7","98~102","320~325","MFE/Fin/FinMath"
"5146","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","MIS"
"5151","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","MIS"
"3548","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","<=315","MIS"
"4492","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106",">330","CS"
"4412","1","Fall","MS",0,0,1,1,1,0,0,0,"Others","3.4~3.55",">106","325~330","MFE/Fin/FinMath"
"1524","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50",">3.7","98~102","320~325","EE"
"4657","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"10091","0","Fall","MS",0,0,1,1,0,0,0,1,"Top50","3.4~3.55",">106","320~325","CS"
"4408","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","MFE/Fin/FinMath"
"764","0","Fall","MS",0,0,1,1,0,0,0,1,"Top50","3.4~3.55",">106","320~325","CS"
"8576","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","325~330","CS"
"4417","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","<=98","315~320","MFE/Fin/FinMath"
"5128","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","320~325","ME"
"1454","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","EE"
"208","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","320~325","EE"
"7275","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","ME"
"3647","1","Fall","PhD",0,1,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","IEOR"
"10100","1","Fall","MS",1,0,1,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","CS"
"9422","1","Fall","MS",0,0,1,0,0,0,0,0,"Others",">3.7","102~106","325~330","MFE/Fin/FinMath"
"9651","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","320~325","CivilEng"
"1694","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Others"
"3917","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","EE"
"3929","1","Fall","PhD",0,0,0,1,1,1,1,0,"Top50",">3.7",">106",">330","ME"
"3522","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","<=98","<=315","MIS"
"84","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","<=315","EE"
"2016","1","Fall","MS",0,0,1,1,1,0,0,0,"Top50","3.55~3.7","102~106","320~325","EE"
"10129","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Stat/Biostat"
"9351","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","Stat/Biostat"
"1463","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4","102~106","315~320","EE"
"1477","0","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","EE"
